year_week,year_month,city,booking_id,created_datetime,request_start_datetime,request_end_datetime,member_id,member_age,member_gender,car_id,car_age,car_type,car_brand,car_model,car_insured_value
2022-25,2022-06,KV,269124,6/24/2022 14:13:12,6/24/2022 19:30:00,07/01/2022,1377093,47,female,1277,4,mpv,Toyota,INNOVA,81000
2022-25,2022-06,JB,266208,6/20/2022 14:09:06,6/21/2022 12:00:00,07/01/2022,1379033,35,female,34074,7,hatchback,Perodua,AXIA,25000
2022-26,2022-06,JB,274046,6/30/2022 23:51:15,07/01/2022,07/09/2022,1379033,35,female,34074,7,hatchback,Perodua,AXIA,25000
2022-24,2022-06,KV,265913,6/19/2022 23:38:20,6/21/2022 9:00:00,6/22/2022 23:00:00,1379757,43,male,1616,7,suv,Subaru,XV,37000
2022-24,2022-06,KK,265553,6/19/2022 13:49:32,6/27/2022 9:00:00,6/28/2022 15:00:00,1379814,57,female,34126,4,sedan,Perodua,BEZZA,25000
2022-24,2022-06,KK,265707,6/19/2022 17:51:49,07/06/2022,07/07/2022,1380495,28,female,33809,5,sedan,Perodua,BEZZA,33000
2022-25,2022-06,KK,266118,6/20/2022 11:45:13,7/22/2022 12:00:00,7/26/2022 16:00:00,1381300,38,male,2714,4,mpv,Hyundai,STAREX,137000
2022-25,2022-06,KV,268034,6/23/2022 0:51:56,6/23/2022 15:30:00,6/25/2022 19:30:00,1382442,24,male,35281,5,sedan,Proton,SAGA,31000
2022-25,2022-06,KK,268669,6/23/2022 22:52:46,6/30/2022 14:00:00,07/02/2022,1383129,30,female,16563,5,hatchback,Perodua,MYVI,36000
2022-25,2022-06,KK,267268,6/21/2022 22:49:44,07/09/2022,07/12/2022,1384781,25,female,16578,4,suv,Toyota,RUSH,69000
2022-25,2022-06,JB,267749,6/22/2022 17:39:22,6/23/2022 12:00:00,6/23/2022 19:00:00,1386402,50,female,34186,3,mpv,Perodua,ALZA,45000
2022-26,2022-06,PGI,271761,6/28/2022 10:01:44,6/29/2022 18:30:00,07/01/2022,1386920,47,male,27139,10,sedan,Honda,CIVIC,46000
2022-25,2022-06,KK,267433,6/22/2022 9:29:29,6/22/2022 14:30:00,6/23/2022 14:30:00,1387415,26,female,16609,5,suv,Honda,BRV,61000
2022-25,2022-06,PGI,267933,6/22/2022 21:42:48,07/02/2022,07/04/2022,1388091,42,female,5381,12,mpv,Hyundai,STAREX,39600
2022-25,2022-06,KV,268958,6/24/2022 11:12:17,6/24/2022 22:00:00,6/25/2022 21:00:00,1388951,24,female,19265,6,sedan,Perodua,BEZZA,26000
2022-25,2022-06,KK,270773,6/26/2022 20:42:25,07/07/2022,07/10/2022,1390815,23,female,26978,2,sedan,Perodua,BEZZA,39000
2022-25,2022-06,KV,268662,6/23/2022 22:39:48,6/24/2022 9:00:00,6/24/2022 23:30:00,1390994,55,female,22809,2,sedan,Toyota,VIOS,89000
2022-25,2022-06,KV,269442,6/24/2022 21:16:50,6/26/2022 12:30:00,07/01/2022,1391565,34,male,25174,8,sedan,Perodua,MYVI,20300
2022-25,2022-06,KV,269557,6/24/2022 23:07:22,6/25/2022 12:30:00,6/26/2022 17:30:00,1392145,25,female,35491,4,hatchback,Perodua,AXIA,32000
2022-26,2022-06,JB,271781,6/28/2022 10:26:24,07/09/2022,07/10/2022,1392615,40,female,10981,7,mpv,Toyota,INNOVA,50000
2022-25,2022-06,KV,269476,6/24/2022 21:38:57,6/26/2022 12:30:00,6/30/2022 22:00:00,1392907,45,male,33898,5,sedan,Perodua,AXIA,17000
2022-25,2022-06,KV,270830,6/26/2022 22:29:19,6/27/2022 8:30:00,6/30/2022 20:30:00,1393235,37,female,34985,5,hatchback,Perodua,AXIA,24000
2022-25,2022-06,KV,268957,6/24/2022 11:12:02,07/11/2022,7/13/2022 16:30:00,1393298,24,female,34665,10,mpv,Perodua,ALZA,24900
2022-25,2022-06,KK,268431,6/23/2022 17:03:18,6/29/2022 7:30:00,6/30/2022 23:30:00,1393971,25,male,34338,4,hatchback,Toyota,YARIS,66000
2022-25,2022-06,KV,268798,6/24/2022 6:03:23,6/30/2022 12:00:00,07/03/2022,1394298,55,female,35406,4,mpv,Perodua,ALZA,42600
2022-25,2022-06,KK,269087,6/24/2022 13:21:31,8/17/2022 12:00:00,8/19/2022 12:00:00,1394610,42,male,34851,4,mpv,Nissan,SERENA,106000
2022-25,2022-06,KK,269007,6/24/2022 11:52:27,6/24/2022 17:00:00,6/25/2022 17:30:00,1396703,61,female,29594,1,suv,Proton,X50,98000
2022-25,2022-06,KV,269889,6/25/2022 13:40:56,6/28/2022 10:00:00,6/29/2022 10:00:00,1396766,23,female,28863,7,sedan,Perodua,BEZZA,29000
2022-25,2022-06,KV,269040,6/24/2022 12:23:55,6/27/2022 12:00:00,6/29/2022 12:00:00,1396864,42,male,36218,1,sedan,Proton,SAGA,35000
2022-25,2022-06,LGK,270428,6/26/2022 9:16:15,6/26/2022 14:30:00,6/27/2022 6:30:00,1398778,47,male,33927,5,hatchback,Perodua,AXIA,20000
2022-26,2022-06,KV,273953,6/30/2022 22:51:58,7/20/2022 14:00:00,7/25/2022 14:30:00,1399924,29,female,29727,6,sedan,Perodua,AXIA,34000
2022-26,2022-06,KV,271581,6/27/2022 23:31:29,7/14/2022 6:00:00,7/17/2022 14:00:00,1403459,24,male,34695,4,suv,Toyota,RUSH,71000
2022-26,2022-06,KK,271547,6/27/2022 22:39:19,6/29/2022 7:00:00,6/29/2022 23:30:00,1404381,25,female,16482,4,hatchback,Perodua,AXIA,27000
2022-25,2022-06,KK,270578,6/26/2022 14:32:26,07/03/2022,07/03/2022,1404830,36,male,36254,10,mpv,Toyota,HIACE,39000
2022-26,2022-06,KV,273806,6/30/2022 20:27:21,07/05/2022,07/07/2022,1405771,46,male,36334,7,mpv,Perodua,ALZA,27000
2022-26,2022-06,KK,271282,6/27/2022 17:09:27,07/07/2022,07/11/2022,1406800,27,male,33615,1,sedan,Perodua,AXIA,36000
2022-26,2022-06,KV,271129,6/27/2022 13:15:17,6/27/2022 18:30:00,6/29/2022 18:30:00,1407074,29,female,27242,3,suv,Honda,HRV,89000
2022-26,2022-06,KK,271880,6/28/2022 13:16:52,6/29/2022 20:00:00,07/02/2022,1408530,27,female,35507,1,sedan,Perodua,BEZZA,46000
2022-26,2022-06,KV,273456,6/30/2022 13:05:18,8/26/2022 12:00:00,8/30/2022 12:00:00,1408759,30,male,1078,3,sedan,Perodua,BEZZA,35000
2022-26,2022-06,KV,272023,6/28/2022 16:15:02,6/29/2022 9:00:00,6/29/2022 21:00:00,1411107,35,male,35434,8,hatchback,Perodua,MYVI,22000
2022-26,2022-06,KV,272780,6/29/2022 16:26:09,6/29/2022 21:30:00,6/30/2022 19:30:00,1411107,35,male,34026,11,sedan,Kia,FORTE,23000
2022-26,2022-06,KV,273847,6/30/2022 21:15:11,07/02/2022,07/03/2022,1412394,36,male,34028,1,hatchback,Perodua,MYVI,55000
2022-26,2022-06,KK,272137,6/28/2022 19:00:35,6/30/2022 9:00:00,07/01/2022,1412534,55,female,24751,4,sedan,Proton,PERSONA,33000
2022-26,2022-06,KK,272264,6/28/2022 21:55:50,8/15/2022 10:30:00,8/20/2022 8:30:00,1413234,31,male,24772,4,sedan,Perodua,BEZZA,32000
2022-26,2022-06,JB,272401,6/29/2022 2:26:34,6/29/2022 10:00:00,07/01/2022,1413412,25,male,29658,4,sedan,Perodua,BEZZA,35000
2022-26,2022-06,KV,272809,6/29/2022 17:04:33,6/30/2022 12:00:00,07/02/2022,1415127,24,male,35383,1,hatchback,Perodua,MYVI,59000
2022-26,2022-06,PGM,273395,6/30/2022 11:22:25,07/01/2022,07/01/2022,1417990,27,male,26092,2,suv,Perodua,ATIVA,69000
2022-12,2022-03,KV,197687,3/21/2022 15:44:32,3/22/2022 18:00:00,3/23/2022 18:00:00,6,51,female,25576,5,sedan,Toyota,CAMRY,100000
2022-21,2022-05,KV,246021,5/24/2022 1:22:31,5/25/2022 12:00:00,5/30/2022 12:00:00,339,24,male,34661,3,sedan,Honda,CITY,72000
2022-10,2022-03,KV,191720,03/11/2022,3/25/2022 8:00:00,3/27/2022 23:00:00,430,32,male,7774,8,sedan,Proton,IRIZ,19000
2022-11,2022-03,KV,193420,3/14/2022 22:53:29,3/18/2022 22:30:00,3/19/2022 22:30:00,430,32,male,7774,8,sedan,Proton,IRIZ,19000
2022-11,2022-03,KV,196769,3/19/2022 22:14:46,3/20/2022 6:00:00,3/20/2022 22:00:00,430,32,male,7774,8,sedan,Proton,IRIZ,19000
2022-23,2022-06,KV,256257,06/06/2022,06/11/2022,06/12/2022,840,26,male,26404,9,sedan,Kia,CERATO,28000
2022-18,2022-05,KV,231275,05/05/2022,05/08/2022,05/10/2022,868,43,male,14688,4,mpv,Nissan,SERENA,103000
2022-01,2022-01,KV,157332,01/08/2022,01/09/2022,1/13/2022 16:30:00,1521,25,male,6810,6,sedan,Perodua,BEZZA,24000
2022-15,2022-04,KV,211847,04/11/2022,4/16/2022 12:00:00,4/20/2022 12:00:00,1521,25,male,23899,8,sedan,Perodua,AXIA,18000
2022-19,2022-05,KV,234366,05/09/2022,5/15/2022 15:30:00,5/20/2022 15:30:00,1521,25,male,23899,8,sedan,Perodua,AXIA,18000
2022-23,2022-06,KV,257161,06/07/2022,06/07/2022,06/08/2022,1521,25,male,35254,9,mpv,Perodua,ALZA,23800
2022-21,2022-05,KV,245347,5/23/2022 0:59:47,5/24/2022 16:00:00,5/28/2022 16:00:00,1521,25,male,20211,9,hatchback,Perodua,MYVI,20700
2022-12,2022-03,KV,198544,3/22/2022 22:23:59,3/27/2022 9:00:00,3/31/2022 9:00:00,1521,25,male,24097,12,hatchback,Hyundai,CITY,15000
2022-23,2022-06,KV,260319,06/11/2022,06/12/2022,6/16/2022 18:30:00,1521,25,male,34930,9,sedan,Proton,SAGA,11000
2022-16,2022-04,KV,219386,4/21/2022 11:11:44,4/24/2022 21:00:00,4/28/2022 21:00:00,1521,25,male,11127,11,sedan,Kia,FORTE,22000
2022-08,2022-02,KV,183365,2/26/2022 15:03:26,2/27/2022 21:00:00,03/03/2022,1521,25,male,1036,8,hatchback,Proton,IRIZ,20000
2022-13,2022-03,KV,204613,3/31/2022 12:35:15,04/04/2022,04/07/2022,1521,25,male,239,12,hatchback,Perodua,MYVI,18000
2022-12,2022-03,KV,197508,3/21/2022 11:27:12,3/22/2022 9:00:00,3/25/2022 9:00:00,1521,25,male,63,9,hatchback,Hyundai,I10,15000
2022-09,2022-03,KV,188174,03/06/2022,03/06/2022,03/07/2022,1521,25,male,16833,9,sedan,Honda,CITY,28000
2022-10,2022-03,KV,189118,03/07/2022,03/08/2022,03/08/2022,1521,25,male,16833,9,sedan,Honda,CITY,28000
2022-10,2022-03,KV,192268,03/12/2022,3/13/2022 21:00:00,3/18/2022 21:00:00,1521,25,male,16833,9,sedan,Honda,CITY,28000
2022-21,2022-05,KV,249415,5/28/2022 1:47:57,5/29/2022 20:00:00,06/01/2022,1521,25,male,30378,3,hatchback,Perodua,AXIA,32000
2022-02,2022-01,KV,159980,1/13/2022 17:26:56,1/18/2022 15:00:00,1/21/2022 15:00:00,1521,25,male,25585,7,mpv,Perodua,ALZA,25000
2022-06,2022-02,KV,173645,02/07/2022,02/08/2022,02/09/2022,1521,25,male,17277,5,hatchback,Perodua,MYVI,37000
2022-19,2022-05,KV,237082,5/13/2022 5:03:36,5/16/2022 10:00:00,5/20/2022 10:00:00,2185,24,male,26005,2,hatchback,Proton,IRIZ,39000
2022-20,2022-05,KV,242565,5/19/2022 13:19:30,5/20/2022 12:00:00,5/21/2022 12:00:00,2185,24,male,33144,1,hatchback,Perodua,MYVI,47000
2022-04,2022-01,KV,166350,1/25/2022 13:51:01,1/30/2022 12:00:00,1/31/2022 12:00:00,2268,27,male,25661,6,mpv,Perodua,ALZA,34000
2022-07,2022-02,KV,179440,2/19/2022 10:36:54,2/19/2022 14:00:00,2/20/2022 14:00:00,2268,27,male,1448,9,sedan,Honda,CITY,35000
2022-20,2022-05,KV,243477,5/20/2022 15:35:45,5/24/2022 9:00:00,5/24/2022 12:00:00,2477,32,female,27121,8,suv,Kia,SPORTAGE,60000
2021-52,2022-01,KV,154279,01/01/2022,01/01/2022,01/02/2022,2695,53,male,1240,6,sedan,Mercedes-Benz,GLA 200,137000
2021-52,2022-01,KV,154853,01/02/2022,01/03/2022,01/03/2022,2695,53,male,1240,6,sedan,Mercedes-Benz,GLA 200,137000
2022-01,2022-01,KV,155267,01/03/2022,01/04/2022,01/04/2022,2695,53,male,1240,6,sedan,Mercedes-Benz,GLA 200,137000
2022-01,2022-01,KV,155636,01/04/2022,01/04/2022,01/05/2022,2695,53,male,1240,6,sedan,Mercedes-Benz,GLA 200,137000
2022-01,2022-01,KV,156024,01/05/2022,01/05/2022,01/06/2022,2695,53,male,1240,6,sedan,Mercedes-Benz,GLA 200,137000
2022-25,2022-06,KV,270768,6/26/2022 20:31:01,07/08/2022,07/09/2022,2761,42,male,30909,8,sedan,Honda,CITY,45000
2022-26,2022-06,PGI,271953,6/28/2022 14:49:00,6/29/2022 12:00:00,6/30/2022 12:00:00,3138,29,male,35416,6,hatchback,Perodua,MYVI,34000
2022-21,2022-05,PGI,250183,5/29/2022 6:38:20,6/16/2022 14:00:00,6/23/2022 14:00:00,3138,29,male,25299,4,hatchback,Toyota,YARIS,71000
2022-24,2022-06,KV,262404,6/14/2022 22:47:01,6/16/2022 11:00:00,6/17/2022 11:00:00,3677,30,male,23899,8,sedan,Perodua,AXIA,18000
2022-02,2022-01,PGI,160429,1/14/2022 13:47:02,1/14/2022 21:00:00,1/15/2022 21:00:00,3677,30,male,27150,9,hatchback,Perodua,AXIA,10000
2022-15,2022-04,KV,212878,4/13/2022 9:38:34,05/01/2022,05/02/2022,3996,30,male,28232,2,pickup,Mitsubishi,TRITON ADVENTURE X 2.4,137000
2022-07,2022-02,KV,178147,2/16/2022 20:08:11,03/02/2022,03/04/2022,5016,24,male,26685,4,sedan,Proton,SAGA,30300
2022-13,2022-04,KV,206422,04/02/2022,04/02/2022,04/04/2022,5016,24,male,3003,5,hatchback,Perodua,AXIA,20000
2022-12,2022-03,KV,198258,3/22/2022 14:38:14,3/23/2022 9:00:00,3/24/2022 9:30:00,5203,23,male,29392,10,sedan,Honda,CIVIC,48000
2022-12,2022-03,KV,199201,3/23/2022 22:42:22,3/24/2022 13:00:00,3/25/2022 11:30:00,5203,23,male,29392,10,sedan,Honda,CIVIC,48000
2022-17,2022-04,KV,223666,4/25/2022 16:30:09,4/25/2022 20:30:00,4/27/2022 21:00:00,5203,23,male,2183,7,hatchback,Perodua,MYVI,28000
2022-06,2022-02,KV,176736,2/13/2022 15:03:54,2/13/2022 18:30:00,2/15/2022 19:00:00,5203,23,male,25226,7,sedan,Mazda,MAZDA 3,64000
2022-07,2022-02,KV,177709,2/15/2022 18:24:40,2/15/2022 22:30:00,2/17/2022 23:00:00,5203,23,male,25226,7,sedan,Mazda,MAZDA 3,64000
2022-02,2022-01,KV,161818,1/16/2022 23:23:53,1/17/2022 15:30:00,1/20/2022 15:30:00,5203,23,male,26252,5,hatchback,Perodua,MYVI,40500
2022-03,2022-01,KV,163558,1/20/2022 10:53:03,1/20/2022 19:00:00,1/22/2022 19:00:00,5203,23,male,26252,5,hatchback,Perodua,MYVI,40500
2022-16,2022-04,KV,218533,4/20/2022 11:37:09,4/20/2022 21:00:00,4/22/2022 21:00:00,5203,23,male,21966,6,sedan,Proton,SAGA,26000
2022-02,2022-01,KV,159275,01/12/2022,01/12/2022,1/14/2022 15:00:00,5203,23,male,21210,7,hatchback,Perodua,MYVI,25000
2022-04,2022-01,NS,166071,1/24/2022 21:18:03,1/25/2022 16:00:00,1/28/2022 16:00:00,5203,23,male,18225,7,hatchback,Perodua,MYVI,21000
2022-01,2022-01,KV,157220,01/07/2022,01/08/2022,01/09/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-04,2022-01,KV,168850,1/29/2022 16:36:04,02/01/2022,02/03/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-04,2022-01,KV,168851,1/29/2022 16:37:43,02/03/2022,02/05/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-05,2022-02,KV,172510,02/04/2022,02/05/2022,02/06/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-08,2022-02,KV,182374,2/25/2022 1:07:34,2/26/2022 8:00:00,2/28/2022 8:00:00,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-12,2022-03,KV,202254,3/27/2022 22:13:49,3/28/2022 19:00:00,3/29/2022 19:30:00,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-14,2022-04,KV,207596,04/04/2022,04/05/2022,04/06/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-14,2022-04,KV,208725,04/06/2022,04/07/2022,04/08/2022,5203,23,male,12899,10,sedan,Mercedes-Benz,A180,90000
2022-09,2022-02,KV,184525,2/28/2022 14:21:12,03/01/2022,03/03/2022,5203,23,male,27095,4,hatchback,Perodua,MYVI,42000
2022-11,2022-03,KV,194211,3/16/2022 7:59:17,3/16/2022 20:00:00,3/18/2022 20:00:00,5203,23,male,28790,5,hatchback,Perodua,MYVI,34000
2022-21,2022-05,KV,246649,5/24/2022 23:02:18,5/27/2022 11:30:00,5/30/2022 11:30:00,6282,24,male,1655,3,sedan,Proton,PERSONA,36000
2022-24,2022-06,KV,265306,6/19/2022 0:20:06,6/23/2022 9:00:00,6/26/2022 20:00:00,6665,27,male,26901,12,mpv,Toyota,VELLFIRE,89000
2022-15,2022-04,KV,215973,4/17/2022 9:11:03,4/17/2022 12:30:00,4/17/2022 23:30:00,8546,23,male,6568,9,sedan,Kia,CERATO,33000
2022-04,2022-01,KV,168116,1/28/2022 14:29:50,1/29/2022 22:30:00,1/30/2022 22:30:00,8546,23,male,25729,9,sedan,Nissan,SLYPHY 1.8,29000
2022-21,2022-05,KV,246570,5/24/2022 21:30:49,5/27/2022 20:30:00,5/29/2022 21:00:00,8818,22,male,29362,2,hatchback,Toyota,YARIS,87000
2022-23,2022-06,KV,256637,06/06/2022,06/11/2022,6/13/2022 21:00:00,8818,22,male,29362,2,hatchback,Toyota,YARIS,87000
2022-24,2022-06,KV,263690,6/16/2022 21:24:27,6/17/2022 18:30:00,6/20/2022 19:00:00,8818,22,male,29362,2,hatchback,Toyota,YARIS,87000
2022-22,2022-06,KV,254837,06/04/2022,06/04/2022,06/06/2022,8818,22,male,20107,7,sedan,Hyundai,ELANTRA,41000
2022-26,2022-06,KV,272020,6/28/2022 16:14:25,07/02/2022,07/03/2022,8818,22,male,35556,5,sedan,Perodua,BEZZA,28000
2022-13,2022-04,KV,206667,04/03/2022,04/03/2022,04/03/2022,8818,22,male,30671,4,hatchback,Perodua,MYVI,36000
2022-21,2022-05,PGI,245488,5/23/2022 11:12:36,5/23/2022 20:30:00,5/23/2022 21:00:00,9353,38,male,30774,11,sedan,Toyota,ALTIS,39000
2022-25,2022-06,KV,268844,6/24/2022 8:19:27,07/02/2022,07/05/2022,9596,41,female,25833,3,mpv,Nissan,SERENA,109000
2022-18,2022-05,KV,231244,05/05/2022,5/22/2022 21:00:00,5/24/2022 14:00:00,9596,41,female,29968,5,sedan,Perodua,MYVI,35000
2022-13,2022-03,PGI,202553,3/28/2022 13:06:43,04/09/2022,04/12/2022,9596,41,female,6566,5,sedan,Perodua,BEZZA,27100
2022-26,2022-06,PGI,273702,6/30/2022 18:24:25,7/31/2022 11:00:00,08/01/2022,10017,34,male,30784,9,sedan,Honda,CITY,28300
2022-12,2022-03,PGI,197994,3/22/2022 1:48:39,3/26/2022 12:00:00,3/27/2022 12:30:00,10017,34,male,30774,11,sedan,Toyota,ALTIS,39000
2022-23,2022-06,KV,261081,06/12/2022,6/17/2022 20:30:00,6/27/2022 16:00:00,11116,41,male,23826,7,hatchback,Perodua,AXIA,28000
2022-25,2022-06,KV,268975,6/24/2022 11:24:33,6/24/2022 16:30:00,6/26/2022 17:00:00,11755,26,male,2404,5,hatchback,Perodua,MYVI,36000
2022-23,2022-06,KV,259932,06/10/2022,06/11/2022,06/12/2022,11755,26,male,18980,5,sedan,Perodua,BEZZA,30000
2022-25,2022-06,KV,266477,6/20/2022 21:09:53,6/21/2022 10:00:00,6/23/2022 22:00:00,11755,26,male,18980,5,sedan,Perodua,BEZZA,30000
2022-20,2022-05,KV,245204,5/22/2022 21:10:43,5/31/2022 22:00:00,06/03/2022,13264,24,male,30281,3,sedan,Proton,SAGA,27000
2022-15,2022-04,PGI,213268,4/13/2022 19:14:09,4/14/2022 12:00:00,4/17/2022 12:00:00,13459,32,male,30769,5,sedan,Honda,CITY,47000
2022-18,2022-05,PGI,229606,05/02/2022,05/08/2022,05/12/2022,13459,32,male,30769,5,sedan,Honda,CITY,47000
2022-20,2022-05,PGI,240376,5/16/2022 21:30:50,5/24/2022 10:30:00,5/29/2022 10:30:00,13459,32,male,30769,5,sedan,Honda,CITY,47000
2022-22,2022-06,PGI,254266,06/03/2022,06/07/2022,06/08/2022,13459,32,male,30769,5,sedan,Honda,CITY,47000
2022-23,2022-06,PGI,260341,06/11/2022,06/12/2022,6/13/2022 14:00:00,13459,32,male,30769,5,sedan,Honda,CITY,47000
2022-09,2022-03,KV,185347,03/01/2022,03/02/2022,03/04/2022,15889,38,male,20795,3,sedan,Perodua,BEZZA,38000
2022-08,2022-02,KV,180467,2/21/2022 11:36:26,2/26/2022 15:00:00,2/27/2022 15:00:00,16653,24,male,22841,7,coupe,Mercedes-Benz,SLK250,127000
2022-25,2022-06,KV,266095,6/20/2022 11:07:06,6/21/2022 22:30:00,6/23/2022 22:30:00,16653,24,male,34722,7,convertible,Mazda,MX5,99000
2022-17,2022-04,KV,224634,4/26/2022 16:54:29,4/29/2022 8:00:00,4/30/2022 8:00:00,16653,24,male,27001,10,sedan,BMW,520D,123000
2022-18,2022-05,KV,233415,05/08/2022,05/10/2022,05/11/2022,19261,30,male,22841,7,coupe,Mercedes-Benz,SLK250,127000
2022-25,2022-06,KV,268375,6/23/2022 15:27:12,07/10/2022,7/15/2022 10:00:00,20145,29,female,28455,6,sedan,Perodua,BEZZA,28000
2022-16,2022-04,KV,221923,4/23/2022 17:58:08,05/02/2022,05/03/2022,22984,47,male,32296,6,sedan,Porsche,MACAN,283000
2022-16,2022-04,KV,221940,4/23/2022 18:09:42,05/06/2022,05/07/2022,22984,47,male,32296,6,sedan,Porsche,MACAN,283000
2022-16,2022-04,KV,221952,4/23/2022 18:21:56,05/03/2022,05/04/2022,22984,47,male,32296,6,sedan,Porsche,MACAN,283000
2022-21,2022-05,KV,245804,5/23/2022 18:28:39,06/04/2022,06/07/2022,23019,46,male,4684,3,mpv,Hyundai,STAREX,141000
2022-21,2022-05,KV,245676,5/23/2022 15:57:35,5/28/2022 10:00:00,5/30/2022 10:00:00,23019,46,male,34010,5,mpv,Toyota,INNOVA,77000
2022-24,2022-06,KV,265062,6/18/2022 17:15:53,6/25/2022 9:00:00,6/27/2022 9:00:00,23019,46,male,23306,4,sedan,Hyundai,STAREX,128000
2022-24,2022-06,KV,265104,6/18/2022 18:30:50,07/09/2022,07/12/2022,23019,46,male,23306,4,sedan,Hyundai,STAREX,128000
2022-17,2022-04,KV,228303,4/30/2022 23:19:44,05/01/2022,05/03/2022,23175,33,male,30908,10,sedan,Toyota,CAMRY,63000
2022-22,2022-06,KV,252465,06/01/2022,06/01/2022,06/02/2022,23175,33,male,34932,3,sedan,Proton,SAGA,33000
2022-21,2022-05,KV,246661,5/24/2022 23:09:46,5/25/2022 12:30:00,5/26/2022 12:30:00,23175,33,male,34250,8,sedan,Proton,PREVE,29000
2022-20,2022-05,KV,240555,5/17/2022 7:58:12,5/17/2022 16:00:00,5/19/2022 16:00:00,23175,33,male,27121,8,suv,Kia,SPORTAGE,60000
2022-20,2022-05,KV,242372,5/19/2022 9:26:16,5/19/2022 22:00:00,5/21/2022 21:00:00,23175,33,male,27121,8,suv,Kia,SPORTAGE,60000
2022-20,2022-05,KV,244274,5/21/2022 14:28:47,5/22/2022 9:00:00,5/23/2022 9:00:00,23175,33,male,27121,8,suv,Kia,SPORTAGE,60000
2022-20,2022-05,KV,240315,5/16/2022 20:20:24,5/19/2022 21:00:00,5/20/2022 21:00:00,23297,23,male,20190,10,hatchback,Perodua,VIVA,15001
2022-23,2022-06,KV,256860,06/07/2022,06/07/2022,06/08/2022,23297,23,male,17251,2,sedan,Perodua,BEZZA,36000
2022-05,2022-02,KV,173305,02/06/2022,02/07/2022,02/08/2022,23297,23,male,28123,7,mpv,Hyundai,STAREX,83000
2022-25,2022-06,KV,266865,6/21/2022 13:31:58,6/21/2022 19:30:00,6/22/2022 19:30:00,23297,23,male,9708,4,sedan,Perodua,BEZZA,30000
2022-11,2022-03,KV,193233,3/14/2022 17:47:38,3/17/2022 9:00:00,3/20/2022 9:00:00,23297,23,male,27438,7,sedan,Perodua,MYVI,27000
2022-12,2022-03,KV,199154,3/23/2022 21:44:53,3/25/2022 12:00:00,3/28/2022 12:00:00,23373,37,male,30780,7,mpv,Hyundai,STAREX,71000
2022-15,2022-04,KV,213643,4/14/2022 11:20:57,4/30/2022 14:00:00,5/14/2022 14:30:00,24443,38,male,14988,5,sedan,Proton,PERSONA,31000
2022-01,2022-01,KV,156304,01/05/2022,01/07/2022,01/11/2022,24467,41,male,25099,7,sedan,Ford,MUSTANG 2.3 ECOBOOST,200000
2022-10,2022-03,KV,189433,03/08/2022,03/10/2022,03/10/2022,24467,41,male,21258,5,suv,Porsche,MACAN GTS,250000
2022-10,2022-03,KV,189430,03/08/2022,03/10/2022,03/10/2022,24467,41,male,21790,2,hatchback,MINI,COOPER EV,217000
2022-14,2022-04,LGK,211047,04/10/2022,04/10/2022,04/11/2022,24467,41,male,6747,6,hatchback,Mercedes-Benz,A200,99000
2022-22,2022-05,KV,251565,5/31/2022 0:13:31,5/31/2022 11:00:00,06/02/2022,24842,24,male,866,4,sedan,Honda,CITY,61000
2022-26,2022-06,KV,273885,6/30/2022 22:01:44,07/01/2022,07/03/2022,25539,41,male,16726,2,sedan,Perodua,BEZZA,33000
2022-16,2022-04,KV,217944,4/19/2022 16:41:18,4/23/2022 21:00:00,4/24/2022 21:00:00,25539,41,male,21966,6,sedan,Proton,SAGA,26000
2022-14,2022-04,KV,209657,04/08/2022,04/10/2022,04/10/2022,25539,41,male,24097,12,hatchback,Hyundai,CITY,15000
2022-22,2022-06,KV,254269,06/03/2022,06/03/2022,06/04/2022,25539,41,male,27551,12,sedan,Proton,SAGA,12000
2022-23,2022-06,KV,259725,06/10/2022,06/12/2022,6/13/2022 9:00:00,25539,41,male,30089,6,sedan,Proton,SAGA,22000
2022-03,2022-01,KV,163912,1/20/2022 22:07:37,1/22/2022 17:00:00,1/23/2022 17:00:00,25539,41,male,27438,7,sedan,Perodua,MYVI,27000
2022-03,2022-01,PGI,163251,1/19/2022 18:24:47,1/20/2022 17:00:00,1/21/2022 17:00:00,25662,41,male,27357,11,mpv,Perodua,ALZA,24000
2022-16,2022-04,PGM,217780,4/19/2022 14:05:32,4/20/2022 12:00:00,4/24/2022 20:30:00,25662,41,male,26092,2,suv,Perodua,ATIVA,69000
2022-10,2022-03,KV,191666,03/11/2022,04/08/2022,04/10/2022,25738,44,male,27474,7,mpv,Toyota,VELLFIRE,170000
2022-16,2022-04,KV,219214,4/21/2022 3:54:17,05/04/2022,05/08/2022,25738,44,male,14149,6,mpv,Toyota,VELLFIRE,170000
2022-17,2022-04,LGK,228261,4/30/2022 21:59:49,05/03/2022,05/04/2022,25851,34,male,33492,7,mpv,Toyota,SIENTA,45000
