booking_id,member_id,gross_revenue,net_revenue,rental_fee,SCDW_fee,delivery_fee,coupon_code
192673,44412,810,810,810,0,0,Z - No Promo Used
192686,942159,451,320.2,436,0,15,JOMTREVO30
192688,764388,624,474,594,0,30,JOMTREVO30
192690,935620,448,248,438,0,10,JOMTREVO50
192692,803844,130,119,110,0,20,DRIVEON10
192695,855692,134,134,119,0,15,Z - No Promo Used
192697,940903,117,67,107,0,10,FRIENDSHIP50
192716,23168,190,190,160,0,30,Z - No Promo Used
192717,693016,165,142.5,150,0,15,DRIVEON15
192720,941936,152,87.5,129,13,10,JOMTREVO50
192728,42052,149,135.6,134,0,15,DRIVEON10
192736,435515,105,96.5,85,0,20,DRIVEON10
192737,917034,342,248.4,312,0,30,JOMTREVO30
192745,942698,215,115,200,0,15,JOMTREVO50
192749,942860,144,79.5,129,0,15,JOMTREVO50
192752,492562,160,85,150,0,10,JOMTREVO50
192761,372788,145,145,125,0,20,Z - No Promo Used
192762,173510,113,113,98,0,15,Z - No Promo Used
192767,698178,145,117,140,0,5,TSHP20
192770,27425,444,284,414,0,30,FAMTIME40
192773,941985,240,172.5,225,0,15,JOMTREVO30
192781,870185,736,536,716,0,20,JOMTREVO50
192783,916221,157.5,157.5,150,0,7.5,Z - No Promo Used
192787,936366,106,106,106,0,0,Z - No Promo Used
192789,943093,405,205,400,0,5,JOMTREVO50
192791,903764,150,75,150,0,0,JOMTREVO50
192792,102360,155.5,140.7,148,0,7.5,DRIVEON10
192795,19164,75,75,60,0,15,Z - No Promo Used
192799,58096,154,140.6,134,0,20,DRIVEON10
192801,922315,234,124.5,219,0,15,JOMTREVO50
192802,209660,615,525,600,0,15,DRIVEON15
192806,690138,90,90,70,0,20,Z - No Promo Used
192807,691612,115.5,115.5,108,0,7.5,Z - No Promo Used
192808,820381,703.5,703.5,607.5,81,15,Z - No Promo Used
192810,941771,261,133,256,0,5,JOMTREVO50
192811,571159,120,120,115,0,5,Z - No Promo Used
192813,551321,150,150,150,0,0,Z - No Promo Used
192816,8911,210,150,200,0,10,JOMTREVO30
192819,31792,109,109,99,0,10,Z - No Promo Used
192820,162226,390,390,375,0,15,Z - No Promo Used
192821,942625,390,276,380,0,10,JOMTREVO30
192824,931395,375,195,360,0,15,JOMTREVO50
192826,528704,145,145,140,0,5,Z - No Promo Used
192828,108656,105,96,90,0,15,DRIVEON10
192831,851836,167,167,147,0,20,Z - No Promo Used
192834,942556,830,630,820,0,10,JOMTREVO50
192842,452392,64,64,64,0,0,Z - No Promo Used
192845,938580,261,133,256,0,5,JOMTREVO50
192846,835026,555,405,545,0,10,JOMTREVO30
192849,938489,261,133,256,0,5,JOMTREVO50
192850,943015,292.5,207,285,0,7.5,JOMTREVO30
192855,32595,1350,1200,1335,0,15,DRIVEON20
192858,97794,140,140,130,0,10,Z - No Promo Used
192870,933909,415,215,405,0,10,JOMTREVO50
192876,943179,200,143,190,0,10,JOMTREVO30
192880,710532,325,325,315,0,10,Z - No Promo Used
192882,806347,211,150.7,201,0,10,JOMTREVO30
192883,943546,103.5,74.7,96,0,7.5,JOMTREVO30
192884,934443,518,318,508,0,10,JOMTREVO50
192885,931102,610,410,600,0,10,JOMTREVO50
192887,913151,448,248,438,0,10,JOMTREVO50
192893,429189,378,301.44,348,0,30,FAMTIME22
192894,940993,90,64.5,85,0,5,JOMTREVO30
192895,932768,280,140,280,0,0,JOMTREVO50
192896,188580,395,395,380,0,15,Z - No Promo Used
192899,875016,340,175,330,0,10,JOMTREVO50
192900,834022,115,80.5,115,0,0,JOMTREVO30
192902,165426,324,224,314,0,10,TSHP100A
192903,287529,107,97.3,97,0,10,DRIVEON10
192904,514505,540,432,540,0,0,DRIVEON20
192907,922165,93,93,78,0,15,Z - No Promo Used
192908,839841,1335,1135,1320,0,15,JOMTREVO50
192912,19136,80,73,70,0,10,DRIVEON10
192915,126956,70,49,70,0,0,JOMTREVO30
192920,521477,264,137,254,0,10,JOMTREVO50
192924,936636,167.5,167.5,160,0,7.5,Z - No Promo Used
192934,562831,420,260,405,0,15,FAMTIME40
192936,682,115,85,105,0,10,TSHP30
192944,733571,105,105,90,0,15,Z - No Promo Used
192947,36645,300,243,285,0,15,DRIVEON20
192948,248669,105,105,95,0,10,Z - No Promo Used
192953,58005,205,205,200,0,5,Z - No Promo Used
192957,49024,139,139,134,0,5,Z - No Promo Used
192962,520548,160,160,140,0,20,Z - No Promo Used
192964,694320,667.5,667.5,660,0,7.5,Z - No Promo Used
192969,807469,370,262,360,0,10,JOMTREVO30
192971,907778,156.5,82,149,0,7.5,JOMTREVO50
192983,598839,155,155,140,0,15,Z - No Promo Used
192986,746234,285,142.5,285,0,0,JOMTREVO50
192992,41478,115,104.5,105,0,10,DRIVEON10
193009,332918,111,111,96,0,15,Z - No Promo Used
193011,847600,65,65,65,0,0,Z - No Promo Used
193014,944305,155,82.5,145,0,10,JOMTREVO50
193021,56702,100,76,80,0,20,THANK30YOU
193027,940467,140,101,130,0,10,JOMTREVO30
193042,931382,918,718,825,83,10,JOMTREVO50
193045,890453,351,283.8,336,0,15,DRIVEON20
193050,903174,115,115,110,0,5,Z - No Promo Used
193054,931391,190,136,180,0,10,JOMTREVO30
193058,738076,220,171.6,220,0,0,FAMTIME22
193062,944234,405,210,390,0,15,JOMTREVO50
193064,868378,280,145,270,0,10,JOMTREVO50
193067,944534,220,160,200,0,20,JOMTREVO30
193068,92375,75,68,70,0,5,DRIVEON10
193071,556122,265,140,250,0,15,JOMTREVO50
193075,8911,85,85,75,0,10,Z - No Promo Used
193078,111333,515,355,500,0,15,FAMTIME40
193080,924994,165,82.5,165,0,0,JOMTREVO50
193088,334733,305.5,156.5,298,0,7.5,JOMTREVO50
193099,268654,222,188.7,222,0,0,DRIVEON15
193100,943653,109,79.3,99,0,10,JOMTREVO30
193107,73499,348,179,338,0,10,JOMTREVO50
193115,143541,348,348,333,0,15,Z - No Promo Used
193117,941966,126.5,114.6,119,0,7.5,DRIVEON10
193120,756319,425,300.5,415,0,10,JOMTREVO30
193124,942868,255,183,240,0,15,JOMTREVO30
193125,44014,325,325,315,0,10,Z - No Promo Used
193126,271054,480,377.7,465,0,15,FAMTIME22
193136,942035,175,92.5,165,0,10,JOMTREVO50
193139,90391,125,125,110,0,15,Z - No Promo Used
193148,796870,218,185.3,218,0,0,DRIVEON15
193150,745170,387,387,387,0,0,Z - No Promo Used
193152,929662,268,139,258,0,10,JOMTREVO50
193159,34419,285,225.6,270,0,15,FAMTIME22
193163,916221,165,165,150,0,15,Z - No Promo Used
193165,22267,92.5,85,75,0,17.5,DRIVEON10
193167,929306,185,185,170,0,15,Z - No Promo Used
193177,941727,145,80,130,0,15,JOMTREVO50
193181,1536,500,380,500,0,0,FAMTIME30
193186,937177,390,200,380,0,10,JOMTREVO50
193189,895821,135,70,130,0,5,JOMTREVO50
193192,751921,390,234,390,0,0,FAMTIME40
193195,79624,247.5,247.5,240,0,7.5,Z - No Promo Used
193202,823635,965,815,950,0,15,JOMTREVO30
193204,837278,60,42,60,0,0,JOMTREVO30
193205,944717,477,277,420,42,15,JOMTREVO50
193220,677881,230,230,220,0,10,Z - No Promo Used
193222,926785,955,755,950,0,5,JOMTREVO50
193227,233205,94,68.5,85,9,0,JOMTREVO30
193228,471628,390,312,390,0,0,DRIVEON20
193229,742366,125,125,105,0,20,Z - No Promo Used
193233,23297,247,194.86,237,0,10,FAMTIME22
193241,944830,158,93,130,13,15,JOMTREVO50
193246,934467,268,139,258,0,10,JOMTREVO50
193248,839114,442.5,242.5,420,0,22.5,JOMTREVO50
193254,826043,387.5,197.5,380,0,7.5,JOMTREVO50
193255,945336,2818.5,2618.5,2796,0,22.5,JOMTREVO50
193259,246126,155,155,150,0,5,Z - No Promo Used
193260,509506,510,350,495,0,15,FAMTIME40
193261,940568,130,65,130,0,0,JOMTREVO50
193273,174028,500,300,500,0,0,JOMTREVO50
193277,544470,798,598,798,0,0,JOMTREVO50
193279,399701,260,185,250,0,10,JOMTREVO30
193281,565845,70,49,70,0,0,JOMTREVO30
193282,922165,93,93,78,0,15,Z - No Promo Used
193283,945322,199,143.8,184,0,15,JOMTREVO30
193285,102930,160,112,160,0,0,JOMTREVO30
193288,944872,334,236.8,324,0,10,JOMTREVO30
193289,423930,336,336,336,0,0,Z - No Promo Used
193291,727592,205,176.5,190,0,15,DRIVEON15
193293,603115,265,187,260,0,5,JOMTREVO30
193298,177085,271,213.58,261,0,10,FAMTIME22
193300,738484,285,142.5,285,0,0,JOMTREVO50
193301,939354,592.5,392.5,585,0,7.5,JOMTREVO50
193304,912494,413,214,398,0,15,JOMTREVO50
193305,746703,710,550,695,0,15,FAMTIME40
193309,93547,489,369,474,0,15,FAMTIME30
193311,931183,250,178,240,0,10,JOMTREVO30
193314,385662,560,360,560,0,0,JOMTREVO50
193319,849114,220,110,220,0,0,JOMTREVO50
193326,903764,150,150,150,0,0,Z - No Promo Used
193329,369547,102.5,102.5,85,0,17.5,Z - No Promo Used
193333,941059,592.5,592.5,577.5,0,15,Z - No Promo Used
193341,77911,555,447,540,0,15,DRIVEON20
193342,756952,150.5,85.5,130,13,7.5,JOMTREVO50
193343,907683,180,90,180,0,0,JOMTREVO50
193345,921256,410,210,400,0,10,JOMTREVO50
193359,825911,89,65.3,79,0,10,JOMTREVO30
193361,64715,575,460,575,0,0,DRIVEON20
193362,68003,220,178,210,0,10,TSHP20
193363,942728,290,150,280,0,10,JOMTREVO50
193365,412429,1113.75,1113.75,1083.75,0,30,Z - No Promo Used
193377,818193,310,160,300,0,10,JOMTREVO50
193378,719600,400,240,400,0,0,FAMTIME40
193385,719600,400,312,400,0,0,FAMTIME22
193394,922996,280,202,260,0,20,JOMTREVO30
193398,624525,220,188.5,210,0,10,DRIVEON15
193399,869980,385,241,360,0,25,FAMTIME40
193404,544470,399,239.4,399,0,0,FAMTIME40
193406,79043,75,75,75,0,0,Z - No Promo Used
193409,323019,90,90,70,0,20,Z - No Promo Used
193415,942519,367,259.9,357,0,10,JOMTREVO30
193417,873840,445,314.5,435,0,10,JOMTREVO30
193419,828735,199,199,179,0,20,Z - No Promo Used
193420,430,75,67.5,75,0,0,DRIVEON10
193425,25708,515,385,500,0,15,TLAZSH33
193430,551321,150,150,150,0,0,Z - No Promo Used
193437,855274,660,460,650,0,10,JOMTREVO50
193440,114676,242.5,193,225,0,17.5,FAMTIME22
193444,932934,400,205,390,0,10,JOMTREVO50
193446,631374,397,242.2,387,0,10,FAMTIME40
193448,755525,103,103,98,0,5,Z - No Promo Used
193449,599893,415.5,256.3,398,0,17.5,FAMTIME40
193463,43233,70,52,60,0,10,PTREVO30
193464,455438,398,204,388,0,10,JOMTREVO50
193471,480511,86,86,71,0,15,Z - No Promo Used
193475,945977,1210,1010,1200,0,10,JOMTREVO50
193488,56059,710,550,700,0,10,FAMTIME40
193496,946122,307,217.9,297,0,10,JOMTREVO30
193497,946046,210,150,200,0,10,JOMTREVO30
193502,385596,129,117.1,119,0,10,DRIVEON10
193548,900351,532.5,332.5,520,0,12.5,JOMTREVO50
193550,924145,122,86.9,117,0,5,JOMTREVO30
193553,946713,190,136,180,0,10,JOMTREVO30
193554,2106,370,226,360,0,10,FAMTIME40
193556,326037,120,109.5,105,0,15,DRIVEON10
193559,928299,170,95,150,0,20,JOMTREVO50
193569,860391,225,175,210,0,15,FRIENDSHIP50
193572,929772,180,97.5,165,0,15,JOMTREVO50
193573,85909,340,340,330,0,10,Z - No Promo Used
193587,102360,155.5,155.5,148,0,7.5,Z - No Promo Used
193597,944974,296,148,296,0,0,JOMTREVO50
193605,945581,444,244,444,0,0,JOMTREVO50
193609,760626,90,90,75,0,15,Z - No Promo Used
193617,922315,226.5,226.5,219,0,7.5,Z - No Promo Used
193618,164007,213,213,198,0,15,Z - No Promo Used
193628,749901,93,93,78,0,15,Z - No Promo Used
193639,947144,297.5,157.5,280,0,17.5,JOMTREVO50
193642,493044,290,226.2,290,0,0,FAMTIME22
193644,50314,140,110,140,0,0,LUVTREVO
193646,946997,260,135,250,0,10,JOMTREVO50
193650,529710,265,265,255,0,10,Z - No Promo Used
193652,281600,111,111,96,0,15,Z - No Promo Used
193657,520548,295,155,280,0,15,FAMTIME1DAY
193668,694688,820,700,810,0,10,DRIVEON15
193669,944419,115,85,100,0,15,JOMTREVO30
193670,28250,119,119,109,0,10,Z - No Promo Used
193671,111804,340,340,330,0,10,Z - No Promo Used
193674,647678,270,192,260,0,10,JOMTREVO30
193676,942019,321,182,278,28,15,JOMTREVO50
193678,41834,195,165,190,0,5,TSHP30
193679,50330,320,220,315,0,5,TSHP100A
193680,947120,115,83.5,105,0,10,JOMTREVO30
193696,483243,270,216,270,0,0,DRIVEON20
193699,759649,195,105,180,0,15,JOMTREVO50
193702,414895,505,406,495,0,10,DRIVEON20
193704,944438,630,430,620,0,10,JOMTREVO50
193708,378223,135,135,125,0,10,Z - No Promo Used
193711,327686,395,282.5,375,0,20,FAMTIME30
193716,927893,600,400,600,0,0,JOMTREVO50
193717,947334,261,147,228,23,10,JOMTREVO50
193731,936755,230,164,220,0,10,JOMTREVO30
193735,943275,818.5,618.5,796,0,22.5,JOMTREVO50
193741,64616,100,90,85,0,15,SORRY10
193742,877753,150,80,140,0,10,JOMTREVO50
193747,854558,670,470,660,0,10,JOMTREVO50
193758,903764,150,150,150,0,0,Z - No Promo Used
193759,481554,613.75,613.75,603.75,0,10,Z - No Promo Used
193765,944407,637,437,570,57,10,JOMTREVO50
193770,820452,104,77.3,89,0,15,JOMTREVO30
193771,105048,595,479,580,0,15,DRIVEON20
193772,486586,230.5,197.8,218,0,12.5,DRIVEON15
193780,822595,397,203.5,387,0,10,JOMTREVO50
193787,90391,119,119,109,0,10,Z - No Promo Used
193796,918926,235,125,220,0,15,JOMTREVO50
193802,34165,140,140,130,0,10,Z - No Promo Used
193804,889201,550,350,540,0,10,JOMTREVO50
193809,819736,621,421,621,0,0,JOMTREVO50
193811,938132,670,470,660,0,10,JOMTREVO50
193812,48302,440,355,425,0,15,DRIVEON20
193816,40181,607,447,592,0,15,FAMTIME40
193821,851836,404,288.8,384,0,20,FAMTIME30
193826,228607,455,255,450,0,5,JOMTREVO50
193836,738484,285,228,285,0,0,DRIVEON20
193841,945203,366,259.2,356,0,10,JOMTREVO30
193843,672972,454,334,444,0,10,FAMTIME30
193845,916221,209,209,199,0,10,Z - No Promo Used
193861,882180,165,92.5,145,0,20,JOMTREVO50
193864,947129,175,92.5,165,0,10,JOMTREVO50
193866,87101,613,483,598,0,15,TSHPSH33
193874,948002,318,225.6,308,0,10,JOMTREVO30
193882,947183,402.5,207.5,390,0,12.5,JOMTREVO50
193884,874777,360,360,360,0,0,Z - No Promo Used
193887,473366,64,57.6,64,0,0,DRIVEON10
193888,64975,82.5,75,75,0,7.5,DRIVEON10
193897,596596,213,213,198,0,15,Z - No Promo Used
193898,935763,535,535,525,0,10,Z - No Promo Used
193904,476696,200,173,180,0,20,DRIVEON15
193906,880411,204.5,122,165,17,22.5,JOMTREVO50
193909,225744,249,197.52,234,0,15,FAMTIME22
193913,841198,210,180,200,0,10,DRIVEON15
193916,71425,325,229,320,0,5,JOMTREVO30
193920,947856,280,150,260,0,20,JOMTREVO50
193923,594682,117.5,117.5,110,0,7.5,Z - No Promo Used
193925,945418,547,347,537,0,10,JOMTREVO50
193928,508882,169,87,164,0,5,JOMTREVO50
193931,945149,650,450,640,0,10,JOMTREVO50
193934,588015,390,240,375,0,15,FAMTIME40
193955,158739,330,330,325,0,5,Z - No Promo Used
193962,884098,630,430,600,0,30,JOMTREVO50
193964,910030,672.5,672.5,660,0,12.5,Z - No Promo Used
193968,143541,340.5,340.5,333,0,7.5,Z - No Promo Used
193981,506277,330,170,320,0,10,JOMTREVO50
193982,40809,250.5,179.1,238,0,12.5,THANK30YOU
193983,748621,114,103.1,109,0,5,DRIVEON10
193984,135182,555,435,525,0,30,FAMTIME30
193990,864519,225.5,225.5,218,0,7.5,Z - No Promo Used
194007,804071,123,123,123,0,0,Z - No Promo Used
194008,948084,205,105,200,0,5,JOMTREVO50
194014,50906,535,430,525,0,10,DRIVEON20
194016,184282,582,468.6,567,0,15,DRIVEON20
194017,47283,435,315,420,0,15,FAMTIME30
194029,946713,185,185,180,0,5,Z - No Promo Used
194035,767756,180,154.5,170,0,10,DRIVEON15
194044,645336,184,99.5,169,0,15,JOMTREVO50
194047,297751,575,415,555,0,20,FAMTIME40
194050,719600,400,320,400,0,0,DRIVEON20
194051,339018,86,86,86,0,0,Z - No Promo Used
194052,948491,335,240.5,315,0,20,JOMTREVO30
194053,549013,101,72.2,96,0,5,JOMTREVO30
194054,948825,291,214.5,255,26,10,JOMTREVO30
194058,288208,90,81,90,0,0,DRIVEON10
194062,931586,555,355,540,0,15,JOMTREVO50
194071,418682,96,70.2,86,0,10,JOMTREVO30
194072,217959,672.5,572.5,665,0,7.5,THANK30YOU
194092,949038,810,610,800,0,10,JOMTREVO50
194095,154320,87,87,70,7,10,Z - No Promo Used
194096,849797,400,260,350,35,15,FAMTIME40
194105,551321,300,300,300,0,0,Z - No Promo Used
194108,948410,240,125,230,0,10,JOMTREVO50
194111,567477,270.5,141.5,258,0,12.5,JOMTREVO50
194112,108656,218,191,180,18,20,DRIVEON15
194122,948829,270,140,260,0,10,JOMTREVO50
194127,677881,220,220,220,0,0,Z - No Promo Used
194131,323019,80,73,70,0,10,DRIVEON10
194135,946081,575,375,570,0,5,JOMTREVO50
194136,453825,370,190,360,0,10,JOMTREVO50
194137,789102,410,210,400,0,10,JOMTREVO50
194143,855379,266,152,228,23,15,JOMTREVO50
194144,891346,402,208.5,387,0,15,JOMTREVO50
194145,495298,290,160,260,0,30,JOMTREVO50
194146,719548,402,208.5,387,0,15,JOMTREVO50
194147,51798,327.5,233,315,0,12.5,JOMTREVO30
194149,946343,305,155,300,0,5,JOMTREVO50
194152,243811,165,165,165,0,0,Z - No Promo Used
194155,726182,300,155,290,0,10,JOMTREVO50
194159,822266,351,183,336,0,15,JOMTREVO50
194160,109003,200,173,180,0,20,DRIVEON15
194164,378943,240,168,240,0,0,JOMTREVO30
194167,944187,886,686,876,0,10,JOMTREVO50
194172,336484,125,114.5,105,0,20,DRIVEON10
194177,873463,170,122,160,0,10,JOMTREVO30
194182,879837,145.5,81.5,128,0,17.5,JOMTREVO50
194183,377164,855,655,840,0,15,JOMTREVO50
194190,63176,281,228.8,261,0,20,DRIVEON20
194198,846068,115,115,115,0,0,Z - No Promo Used
194199,930058,527,327,512,0,15,JOMTREVO50
194211,5203,250,100,240,0,10,TSHPE150
194213,907834,697,497,687,0,10,JOMTREVO50
194222,690676,820,670,800,0,20,DRIVEON20
194223,318250,135,135,120,0,15,Z - No Promo Used
194226,102360,155.5,155.5,148,0,7.5,Z - No Promo Used
194237,776155,510.5,361.1,498,0,12.5,JOMTREVO30
194245,948884,170,122,160,0,10,JOMTREVO30
194253,779554,220,157,210,0,10,THANK30YOU
194256,154276,371,264.2,356,0,15,FAMTIME30
194260,21223,299,239.2,299,0,0,DRIVEON20
194263,884873,104,74.3,99,0,5,JOMTREVO30
194264,45440,277.5,220.3,260,0,17.5,FAMTIME22
194267,545530,410,250,400,0,10,FAMTIME40
194268,861365,365,295,350,0,15,DRIVEON20
194272,949393,270,135,270,0,0,JOMTREVO50
194281,295638,490,395,475,0,15,DRIVEON20
194289,112525,178,178,178,0,0,Z - No Promo Used
194291,950289,390,200,380,0,10,JOMTREVO50
194293,842268,158,93,130,13,15,JOMTREVO50
194298,402846,950,700,940,0,10,BIGPAY30
194299,866143,197,146,170,17,10,JOMTREVO30
194302,950246,389,197,384,0,5,JOMTREVO50
194315,895194,105,105,100,0,5,Z - No Promo Used
194316,39678,187,161.2,172,0,15,DRIVEON15
194323,294907,150,108,140,0,10,JOMTREVO30
194324,756895,315,315,315,0,0,Z - No Promo Used
194335,924994,165,165,165,0,0,Z - No Promo Used
194351,636527,85,78.5,65,0,20,DRIVEON10
194355,187489,65,65,60,0,5,Z - No Promo Used
194357,577132,561,361,556,0,5,JOMTREVO50
194361,264937,220,157,210,0,10,THANK30YOU
194365,48960,615,495,600,0,15,DRIVEON20
194366,564107,110,100.5,95,0,15,DRIVEON10
194368,949834,315,225,300,0,15,JOMTREVO30
194370,290258,172,172,157,0,15,Z - No Promo Used
194373,834993,395,200,390,0,5,JOMTREVO50
194379,667288,606,486,596,0,10,FAMTIME30
194380,811125,635,485,625,0,10,JOMTREVO30
194381,672294,74.5,67.8,67,0,7.5,DRIVEON10
194382,937747,260,130,260,0,0,JOMTREVO50
194383,402075,310,160,300,0,10,JOMTREVO50
194393,916221,209,209,199,0,10,Z - No Promo Used
194399,37037,202.5,202.5,195,0,7.5,Z - No Promo Used
194402,835490,105,76.5,95,0,10,JOMTREVO30
194406,723571,607.5,407.5,600,0,7.5,JOMTREVO50
194408,625719,515,315,500,0,15,JOMTREVO50
194412,179804,90,90,85,0,5,Z - No Promo Used
194416,79025,352.5,250.5,340,0,12.5,FAMTIME30
194427,915060,307,307,302,0,5,Z - No Promo Used
194431,297343,235,120,230,0,5,JOMTREVO50
194436,587014,105,96,90,0,15,DRIVEON10
194439,576453,318,225.6,308,0,10,JOMTREVO30
194446,81784,515,515,500,0,15,Z - No Promo Used
194455,70043,345,180,330,0,15,JOMTREVO50
194457,818639,240,206.25,225,0,15,DRIVEON15
194460,951205,90,66,80,0,10,JOMTREVO30
194463,68184,170,170,150,0,20,Z - No Promo Used
194468,246126,235,235,220,0,15,Z - No Promo Used
194474,713570,232.5,184.1,220,0,12.5,FAMTIME22
194479,77307,130,130,120,0,10,Z - No Promo Used
194480,203352,109,109,109,0,0,Z - No Promo Used
194481,951313,285,150,270,0,15,JOMTREVO50
194485,951316,215,115,200,0,15,JOMTREVO50
194486,98177,297,198,297,0,0,TSHP1DB
194493,935998,210,150,200,0,10,JOMTREVO30
194501,745170,129,129,129,0,0,Z - No Promo Used
194503,944425,260,188,240,0,20,JOMTREVO30
194505,935618,140,75,130,0,10,JOMTREVO50
194506,516025,178,94,168,0,10,JOMTREVO50
194509,914204,380,190,380,0,0,JOMTREVO50
194516,269801,180,156,160,0,20,DRIVEON15
194518,67,490,394,480,0,10,DRIVEON20
194522,589463,80,80,70,0,10,Z - No Promo Used
194525,951180,135,70,130,0,5,JOMTREVO50
194530,949748,535,335,520,0,15,JOMTREVO50
194532,16676,453,293,438,0,15,FAMTIME40
194538,346898,300,243,285,0,15,DRIVEON20
194541,67915,775,775,745,0,30,Z - No Promo Used
194544,162028,134.5,123,115,12,7.5,DRIVEON10
194554,951584,340,241,330,0,10,JOMTREVO30
194556,699502,182,156.2,172,0,10,DRIVEON15
194565,927888,93,69.6,78,0,15,JOMTREVO30
194569,948369,555,405,545,0,10,JOMTREVO30
194572,909567,505,305,450,45,10,JOMTREVO50
194576,949083,430,230,420,0,10,JOMTREVO50
194589,116088,135,135,120,0,15,Z - No Promo Used
194594,909573,590,390,580,0,10,JOMTREVO50
194595,950830,154,84.5,139,0,15,JOMTREVO50
194596,207962,134,122.1,119,0,15,DRIVEON10
194599,803991,155,77.5,155,0,0,JOMTREVO50
194605,916221,420,260,405,0,15,FAMTIME40
194607,535262,450,315,450,0,0,JOMTREVO30
194609,826196,315,157.5,315,0,0,JOMTREVO50
194615,66988,157.5,135,150,0,7.5,DRIVEON15
194616,949139,460,260,450,0,10,JOMTREVO50
194620,948803,145,72.5,145,0,0,JOMTREVO50
194626,336332,195,141,180,0,15,THANK30YOU
194632,231884,436,242.5,387,39,10,JOMTREVO50
194637,945620,598,448,588,0,10,JOMTREVO30
194639,668077,367,295.6,357,0,10,DRIVEON20
194647,98131,130,100,120,0,10,TLAZ30
194648,73565,615,495,600,0,15,DRIVEON20
194653,945380,205,145,200,0,5,JOMTREVO30
194663,565698,290.5,151.5,278,0,12.5,JOMTREVO50
194664,636320,300,150,300,0,0,JOMTREVO50
194666,8671,506.5,506.5,454,45,7.5,Z - No Promo Used
194670,30722,160,137.5,150,0,10,DRIVEON15
194671,12415,96,87.4,86,0,10,DRIVEON10
194673,40689,917,767,897,0,20,DRIVEON20
194675,618593,340,175,330,0,10,JOMTREVO50
194679,903764,150,150,150,0,0,Z - No Promo Used
194683,819212,280,199,270,0,10,JOMTREVO30
194697,328450,105,96,90,0,15,DRIVEON10
194701,521832,290,206,280,0,10,JOMTREVO30
194702,102251,470,378,460,0,10,DRIVEON20
194705,950985,100,73,90,0,10,JOMTREVO30
194710,951960,145,77.5,135,0,10,JOMTREVO50
194721,562211,330,172.5,315,0,15,JOMTREVO50
194724,912494,72.5,72.5,60,0,12.5,Z - No Promo Used
194730,18153,250,214,240,0,10,DRIVEON15
194732,947488,165,120,150,0,15,JOMTREVO30
194733,823056,330,298,320,0,10,DRIVEON10
194735,930145,486,343.2,476,0,10,JOMTREVO30
194748,687361,144,144,134,0,10,Z - No Promo Used
194751,951001,119,86.3,109,0,10,JOMTREVO30
194754,396250,184,184,174,0,10,Z - No Promo Used
194755,561670,605,405,600,0,5,JOMTREVO50
194760,531321,270,212.8,260,0,10,FAMTIME22
194761,882908,85,64,70,0,15,JOMTREVO30
194764,952399,307.5,217.5,300,0,7.5,JOMTREVO30
194776,944165,198,108,180,18,0,JOMTREVO50
194781,948002,472,472,462,0,10,Z - No Promo Used
194792,919066,360,180,360,0,0,JOMTREVO50
194801,151071,175,159,160,0,15,DRIVEON10
194804,554879,157.5,82.5,150,0,7.5,JOMTREVO50
194807,757145,304,239.32,294,0,10,FAMTIME22
194810,952115,454,254,444,0,10,JOMTREVO50
194811,949402,470,270,460,0,10,JOMTREVO50
194821,432091,580,460,570,0,10,FAMTIME22
194823,540960,85,85,85,0,0,Z - No Promo Used
194833,479373,107,79.4,92,0,15,JOMTREVO30
194836,36645,300,243,285,0,15,DRIVEON20
194839,948813,268,139,258,0,10,JOMTREVO50
194845,261156,215,152,210,0,5,JOMTREVO30
194846,158648,95,95,85,0,10,Z - No Promo Used
194854,482803,165,141.75,155,0,10,DRIVEON15
194855,102360,155.5,155.5,148,0,7.5,Z - No Promo Used
194866,295437,420,420,400,0,20,Z - No Promo Used
194872,569641,220,171.6,220,0,0,FAMTIME22
194880,819228,140,140,100,10,30,Z - No Promo Used
194881,495298,615,525,600,0,15,DRIVEON15
194882,297725,165,142.5,150,0,15,DRIVEON15
194883,484207,205,205,195,0,10,Z - No Promo Used
194885,476696,70,64,60,0,10,DRIVEON10
194886,938040,310,160,300,0,10,JOMTREVO50
194888,594435,235,186.6,220,0,15,FAMTIME22
194893,604336,96,96,86,0,10,Z - No Promo Used
194906,931178,55,40,50,0,5,JOMTREVO30
194909,451826,207,207,192,0,15,Z - No Promo Used
194912,904818,90,90,80,0,10,Z - No Promo Used
194914,952293,348,179,338,0,10,JOMTREVO50
194942,953322,179,97,164,0,15,JOMTREVO50
194944,726182,300,300,290,0,10,Z - No Promo Used
194949,479910,310.5,161.5,298,0,12.5,JOMTREVO50
194950,936636,307,307,297,0,10,Z - No Promo Used
194955,176612,202.5,202.5,190,0,12.5,Z - No Promo Used
194956,914302,133,69,128,0,5,JOMTREVO50
194968,950254,315,225,300,0,15,JOMTREVO30
194969,449084,124,113.1,109,0,15,DRIVEON10
194971,842268,158,158,130,13,15,Z - No Promo Used
194980,343221,125,115,100,10,15,DRIVEON10
194982,82166,159,159,149,0,10,Z - No Promo Used
194986,912972,359,215.4,359,0,0,FAMTIME40
194988,59831,317.5,257.5,300,0,17.5,DRIVEON20
194993,900549,155,155,150,0,5,Z - No Promo Used
195000,948593,430,230,420,0,10,JOMTREVO50
195002,932245,571,421,510,51,10,JOMTREVO30
195007,872544,110,100,100,10,0,DRIVEON10
195010,643705,466,335.2,436,0,30,JOMTREVO30
